repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score 
biotite-dev/hydride,50,7,2,5,Python,BSD-3-Clause,False,False,2020-07-10T10:09:43Z,2025-10-28T02:52:17Z,2025-09-25T15:06:06Z,1821,True,False,main,,https://hydride.biotite-python.org/,Adding hydrogens to molecular models,https://github.com/biotite-dev/hydride,0,0,0.0,34,0,0.0,0.0,0.0,0.0,0.9680451127819548,0.08,0.0,ml,1.05,0.1142447368421052,hydride,0.0,,,0.07997131578947364
materialsproject/matbench,170,54,5,52,Python,MIT,False,False,2021-02-24T03:58:42Z,2025-10-17T07:50:39Z,2024-08-20T17:26:52Z,414710,True,True,main,benchmark;chemistry;condensed-matter;data-science;machine-learning;machine-learning-algorithms;materials-science;physics,https://matbench.materialsproject.org,Matbench: Benchmarks for materials science property prediction,https://github.com/materialsproject/matbench,0,0,0.0,435,0,0.0049677098857426,0.0,0.0,0.0,0.5911654135338346,0.44376,0.0,material,0.9,0.1140066749974787,matbench,0.0,,,0.07980467249823509
radis/radis,249,154,10,86,Python,LGPL-3.0,False,False,2018-01-25T15:54:18Z,2025-10-28T09:32:42Z,2025-10-27T07:26:41Z,41639,True,False,develop,astrophysics;closember;combustion;exoplanets;hitemp;hitran;infrared;plasma;plasma-physics;radiation;spectra;spectroscopy,http://radis.github.io/,🌱 A fast line-by-line code for high-resolution infrared molecular spectra,https://github.com/radis/radis,0,0,0.0,2,0,0.0082381188938565,0.0,0.0,0.0,0.9981203007518796,0.08,0.0,other,1.0,0.1134596538539593,radis,0.0,,,0.0794217576977715
materialsproject/api,149,51,11,26,Python,NOASSERTION,False,False,2020-01-27T20:28:21Z,2025-10-28T23:16:49Z,2025-10-28T23:16:47Z,33258,False,True,main,,https://materialsproject.github.io/api/,New API client for the Materials Project,https://github.com/materialsproject/api,0,0,0.0,0,0,0.0040983606557377,0.0,0.0,0.0,1.0,0.16736,0.0,material,0.9,0.1133313049180328,api,0.0,,,0.07933191344262296
broadinstitute/viral-ngs,195,67,28,64,Python,NOASSERTION,False,False,2014-09-25T19:00:24Z,2025-10-20T13:20:15Z,2024-09-20T13:22:01Z,67652,True,True,master,bam;fastq;genome;genome-assembly;genome-sequencing;genomics;illumina;variant-annotations;variant-calling;viral;viral-ngs,https://viral-pipelines.readthedocs.io/en/latest/,[THIS REPO IS DEPRECATED] see newer repos: https://github.com/broadinstitute/viral-core https://github.com/broadinstitute/viral-assemble https://github.com/broadinstitute/viral-phylo https://github.com/broadinstitute/viral-classify https://github.com/broadinstitute/viral-pipelines,https://github.com/broadinstitute/viral-ngs,0,0,0.0,404,0,0.0060026494452723,0.0,0.0,0.0,0.6203007518796992,0.29624,0.0,ml,1.05,0.1130499353308756,viral-ngs,0.0,,,0.07913495473161292
gcorso/NeuroSEED,73,18,1,4,Python,MIT,False,False,2021-04-27T14:11:39Z,2025-09-14T16:13:32Z,2023-10-14T01:15:09Z,1443,True,False,master,bioinformatics;biological-sequences;hierarchical-clustering;machine-learning;multiple-sequence-alignment;neurips-2021;pytorch,https://arxiv.org/abs/2109.09740,Implementation of Neural Distance Embeddings for Biological Sequences (NeuroSEED) in PyTorch (NeurIPS 2021),https://github.com/gcorso/NeuroSEED,0,0,0.0,746,0,0.0009521443947673,0.0,0.0,0.0,0.2988721804511278,0.5528,0.0,bio,1.0,0.1129976469240662,neuroseed,0.0,,,0.07909835284684634
md-cs-student-unipi/Materials,159,40,5,0,Python,,False,False,2019-02-12T00:29:52Z,2025-10-28T09:58:18Z,2025-07-30T23:08:32Z,35225,True,True,master,,,🎓Collection of useful repositories,https://github.com/md-cs-student-unipi/Materials,0,0,,90,0,0.0045123364795495,0.0,0.0,0.0,0.9154135338345863,0.13672,0.0,other,1.0,0.1129518206793685,materials,0.0,,,0.07906627447555795
theislab/moscot,176,12,2,35,Python,BSD-3-Clause,False,False,2021-08-23T09:44:44Z,2025-10-23T18:43:04Z,2025-10-27T19:26:18Z,15107,True,False,main,optimal-transport;single-cell,https://moscot.readthedocs.io/,Multi-omic single-cell optimal transport tools,https://github.com/theislab/moscot,0,0,0.0,1,0,0.0052160953800298,0.0,0.0,0.0,0.99906015037594,0.08,0.0,other,1.0,0.1129492341135999,moscot,0.0,,,0.07906446387951993
derb12/pybaselines,155,19,6,1,Python,BSD-3-Clause,False,False,2021-03-22T22:41:04Z,2025-10-26T08:41:07Z,2025-10-29T01:26:12Z,2855,False,False,main,background-removal;baseline-correction;baseline-removal;chemistry;ftir;materials-characterization;materials-science;python;raman;spectroscopy,https://pybaselines.readthedocs.io,A Python library of algorithms for the baseline correction of experimental data.,https://github.com/derb12/pybaselines,0,0,0.0,0,0,0.0043467461500248,0.0,0.0,0.0,1.0,0.08,0.0,other,1.0,0.1128693492300049,pybaselines,0.0,,,0.07900854446100343
theislab/anndata2ri,142,19,5,13,Python,GPL-3.0,False,False,2019-02-20T17:03:16Z,2025-10-28T08:03:28Z,2025-10-28T08:03:25Z,291,False,False,main,bioconductor;jupyter;rpy2;scanpy;single-cell,https://icb-anndata2ri.readthedocs-hosted.com/,Convert between AnnData and SingleCellExperiment,https://github.com/theislab/anndata2ri,0,0,0.0,1,0,0.0038085775790693,0.0,0.0,0.0,0.99906015037594,0.08,0.0,other,1.0,0.1126677305534078,anndata2ri,0.0,,,0.07886741138738546
LangilleLab/microbiome_helper,453,203,70,2,Python,GPL-3.0,False,False,2014-12-16T18:49:51Z,2025-10-22T08:48:10Z,2024-12-20T15:17:37Z,250,True,False,master,,,"A repository of bioinformatic scripts, SOPs, and tutorials for analyzing microbiome data.",https://github.com/LangilleLab/microbiome_helper,0,0,0.0,313,0,0.0166832256996191,0.0,0.0,0.0,0.7058270676691729,0.25736,0.0,bio,1.0,0.1125233519068411,microbiome_helper,0.0,,,0.07876634633478877
astronights/ds_ml_concepts,62,4,1,0,Python,,False,False,2024-09-09T08:28:25Z,2025-10-20T17:52:18Z,2025-06-27T00:19:20Z,22980,True,False,main,,,Refresher Material for DS ML Fundamental Concepts,https://github.com/astronights/ds_ml_concepts,0,0,,124,0,0.0004967709885742,0.0,0.0,0.0,0.8834586466165414,0.2432,0.0,material,0.9,0.1124326969734321,ds_ml_concepts,0.0,,,0.07870288788140246
PyAbel/PyAbel,101,42,9,25,Python,MIT,False,False,2015-02-02T03:59:28Z,2025-10-26T21:41:29Z,2025-10-26T21:41:24Z,23407,False,False,master,chemistry;imaging;laser;math;physical-chemistry;physics;python,,A python package for Abel and inverse Abel transforms,https://github.com/PyAbel/PyAbel,0,0,0.0,2,0,0.0021112767014406,0.0,0.0,0.0,0.9981203007518796,0.08,0.0,other,1.0,0.1122342854154761,pyabel,0.0,,,0.07856399979083327
shuaigroup/Renormalizer,62,19,9,6,Python,Apache-2.0,False,False,2017-05-08T16:47:26Z,2025-10-27T14:12:00Z,2025-10-27T14:16:08Z,35982,True,True,master,ab-initio;chemistry;dmrg;dynamics;electron-phonon;gpu;matrix-product-states;mobility;physics;python;quantum;quantum-dynamics;spectra;temperature;tensor-networks;tree-tensor-networks,https://shuaigroup.github.io/Renormalizer/,Quantum dynamics package based on tensor network states,https://github.com/shuaigroup/Renormalizer,0,0,0.0,2,0,0.0004967709885742,0.0,0.0,0.0,0.9981203007518796,0.08,0.0,other,1.0,0.1119113842729028,renormalizer,0.0,,,0.07833796899103196
CalebBell/thermo,703,121,42,9,Python,MIT,False,False,2016-07-01T16:04:56Z,2025-10-26T17:12:42Z,2025-10-26T18:50:11Z,47800,True,False,master,chemical-engineering;cheminformatics;chemistry;combustion;density;environmental-engineering;equation-of-state;heat-capacity;mechanical-engineering;molecule;physics;process-simulation;solubility;surface-tension;thermal-conductivity;thermodynamics;vapor-pressure;viscosity,,Thermodynamics and Phase Equilibrium component of Chemical Engineering Design Library (ChEDL),https://github.com/CalebBell/thermo,0,0,0.0,3,0,0.0270326212949163,0.0,0.0,0.0,0.9971804511278196,0.08,0.0,chem,0.95,0.1112683409031769,thermo,0.0,,,0.07788783863222383
YichaoOU/HemTools,73,21,1,6,Python,,False,False,2019-04-02T14:48:47Z,2025-10-17T20:07:18Z,2025-10-17T20:07:01Z,938168,True,False,master,bash;bioinformatics-pipeline;data-visualization;hpc-applications;ngs;ngs-analysis;python;r,https://hemtools.readthedocs.io,HemTools: a collection of NGS pipelines and bioinformatic analyses,https://github.com/YichaoOU/HemTools,0,0,0.0,11,0,0.0009521443947673,0.0,0.0,0.0,0.9896616541353384,0.08,0.0,bio,1.0,0.1111565942924873,hemtools,0.0,,,0.07780961600474111
genecell/COSG,51,7,1,1,Python,BSD-3-Clause,False,False,2021-04-13T11:40:55Z,2025-10-17T21:13:29Z,2025-10-17T21:13:25Z,72257,True,True,main,single-cell;single-cell-analysis;single-cell-atac-seq;single-cell-rna-seq;spatial-transcriptomics,https://genecell.github.io/COSG/,Accurate and fast cell marker gene identification with COSG,https://github.com/genecell/COSG,0,0,0.0,11,0,4.139758238118894e-05,0.0,0.0,0.0,0.9896616541353384,0.08,0.0,other,1.0,0.11097444493001,cosg,0.0,,,0.077682111451007
caleblareau/mgatk,108,29,6,12,Python,MIT,False,False,2017-07-17T03:55:19Z,2025-06-09T07:58:12Z,2025-01-20T05:37:44Z,142035,True,True,master,epigenetics;genomics;genotype;mitochondrial;python3;r;single-cell,http://caleblareau.github.io/mgatk,mgatk: mitochondrial genome analysis toolkit,https://github.com/caleblareau/mgatk,0,0,0.0,282,0,0.0024010597781089,0.0,0.0,0.0,0.7349624060150376,0.24608,0.0,bio,1.0,0.1108884525571255,mgatk,0.0,,,0.07762191678998784
yvquanli/TrimNet,56,19,2,0,Python,MIT,False,False,2020-07-27T07:15:33Z,2025-10-06T07:27:01Z,2023-06-29T05:34:37Z,4015,True,False,master,,https://academic.oup.com/bib/advance-article/doi/10.1093/bib/bbaa266/5955940,"Code for paper ""TrimNet: learning molecular representation from triplet messages for biomedicine """,https://github.com/yvquanli/TrimNet,0,0,,853,0,0.0002483854942871,0.0,0.0,0.0,0.1983082706766917,0.6056,0.0,bio,1.0,0.1107205041665266,trimnet,0.0,,,0.07750435291656861
Clinical-Genomics/BALSAMIC,54,15,8,97,Python,MIT,False,False,2018-03-08T07:34:46Z,2025-10-16T11:37:53Z,2025-10-14T12:45:06Z,240494,True,False,master,bioinformatics;genomics;snakemake-workflows;somatic-mutations;variant-calling,https://balsamic.readthedocs.io/,Bioinformatic Analysis pipeLine for SomAtic Mutations In Cancer,https://github.com/Clinical-Genomics/BALSAMIC,0,0,0.0,15,0,0.0001655903295247,0.0,0.0,0.0,0.9859022556390976,0.08,0.0,bio,1.0,0.1106233436298147,balsamic,0.0,,,0.07743634054087029
marcelm/dnaio,67,9,3,8,Python,MIT,False,False,2018-06-25T13:17:58Z,2025-10-12T16:17:04Z,2025-10-12T16:18:21Z,623,True,False,main,bioinformatics;python,https://dnaio.readthedocs.io/,Efficiently read and write sequencing data from Python,https://github.com/marcelm/dnaio,0,0,0.0,17,0,0.0007037589004802,0.0,0.0,0.0,0.9840225563909776,0.08,0.0,other,1.0,0.1105430074191937,dnaio,0.0,,,0.07738010519343559
whatshap/whatshap,387,46,13,173,Python,MIT,False,False,2020-07-02T14:53:00Z,2025-10-24T06:09:17Z,2025-06-09T18:41:42Z,24714,False,False,main,,https://whatshap.readthedocs.io,"Read-based phasing of genomic variants, also called haplotype assembly",https://github.com/whatshap/whatshap,0,0,0.0,142,0,0.0139509852624606,0.0,0.0,0.0,0.8665413533834586,0.1400799999999999,0.0,bio,1.0,0.1104563323908379,whatshap,0.0,,,0.07731943267358653
deprekate/PHANOTATE,78,13,8,13,Python,GPL-3.0,False,False,2017-05-16T21:30:09Z,2025-09-28T17:06:15Z,2024-12-02T18:24:08Z,1397,True,False,master,annotate-phage-genomes;annotation;genomics;phage,,PHANOTATE: a gene caller for phages.,https://github.com/deprekate/PHANOTATE,0,0,0.0,331,0,0.0011591323066732,0.0,0.0,0.0,0.6889097744360902,0.27544,0.0,bio,1.0,0.1104388039049436,phanotate,0.0,,,0.07730716273346051
mdshw5/pyfaidx,479,77,8,3,Python,NOASSERTION,False,False,2013-09-12T19:02:32Z,2025-09-21T09:53:58Z,2025-09-03T15:05:25Z,12411,True,False,master,bgzf;bioinformatics;dna;fasta;genomics;indexing;protein;python;samtools,https://pypi.python.org/pypi/pyfaidx,Efficient pythonic random access to fasta subsequences,https://github.com/mdshw5/pyfaidx,0,0,0.0,56,0,0.01775956284153,0.0,0.0,0.0,0.9473684210526316,0.08,0.0,bio,1.0,0.1102887546735691,pyfaidx,0.0,,,0.07720212827149837
materialsproject/emmet,63,77,7,12,Python,NOASSERTION,False,False,2017-06-13T20:53:06Z,2025-10-29T00:37:44Z,2025-10-29T00:37:40Z,225316,False,True,main,,https://materialsproject.github.io/emmet/,Be a master builder of databases of material properties. Avoid the Kragle.,https://github.com/materialsproject/emmet,0,0,0.0,0,0,0.0005381685709554,0.0,0.0,0.0,1.0,0.14904,0.0,material,0.9,0.1102172703427719,emmet,0.0,,,0.07715208923994032
qcscine/chemoton,53,7,5,2,Python,BSD-3-Clause,False,False,2022-01-20T12:50:05Z,2025-10-20T17:24:31Z,2025-10-09T06:29:54Z,1391,True,False,master,chemistry;computational-chemistry;quantum-chemistry,https://scine.ethz.ch,,https://github.com/qcscine/chemoton,0,0,0.0,20,0,0.0001241927471435,0.0,0.0,0.0,0.981203007518797,0.08,0.0,other,1.0,0.1101451393013084,chemoton,0.0,,,0.07710159751091587
koeqaife/hyprland-material-you,1211,49,6,3,Python,GPL-3.0,False,False,2024-06-16T21:58:12Z,2025-10-29T04:10:04Z,2025-10-25T19:40:07Z,16219,True,False,v2,arch-linux;archlinux;dotfiles;hyprland;hyprland-config;linux;material-3;material-design;material-you;rice;unixporn;wayland,,"Dynamic and elegant desktop setup inspired by Material You, featuring auto-generated colors, fluid animations, and customizable user experience.",https://github.com/koeqaife/hyprland-material-you,0,0,0.0,3,0,0.0480625931445603,0.0,0.0,0.0,0.9971804511278196,0.08608,0.0,material,0.9,0.1100183073675246,hyprland-material-you,0.0,,,0.07701281515726721
theislab/cellrank,403,51,7,24,Python,BSD-3-Clause,False,False,2020-03-12T15:28:39Z,2025-10-27T12:13:24Z,2025-09-05T11:42:22Z,99577,True,False,main,bioinformatics;cell-fate-determination;cell-fate-transitions;data-science;fuzzy-clustering-analyses;genetics;machine-learning;manifold-learning;markov-chains;rna-velocity;single-cell-genomics;single-cell-rna-seq;trajectory-generation,https://cellrank.org,CellRank: dynamics from multi-view single-cell data,https://github.com/theislab/cellrank,0,0,0.0,54,0,0.0146133465805596,0.0,0.0,0.0,0.949248120300752,0.08,0.0,other,1.0,0.1098474813461871,cellrank,0.0,,,0.07689323694233097
chapmanb/bcbb,632,242,55,19,Python,,False,False,2008-12-09T21:05:22Z,2025-10-26T10:58:36Z,2025-02-05T14:20:51Z,83224,False,True,master,,http://bcbio.wordpress.com,"Incubator for useful bioinformatics code, primarily in Python and R",https://github.com/chapmanb/bcbb,0,0,0.0,266,0,0.0240933929458519,0.0,0.0,0.0,0.75,0.2,0.0,bio,1.0,0.1098186785891704,bcbb,0.0,,,0.07687307501241927
mcocdawc/chemcoord,85,17,5,15,Python,LGPL-3.0,False,False,2016-01-13T14:26:07Z,2025-10-02T15:24:55Z,2025-10-02T15:24:54Z,4953,True,False,master,chemical;cheminformatics;chemistry;physics;physics-simulation;python;python-library;theoretical-spectroscopy,,A python module for manipulating cartesian and internal coordinates.,https://github.com/mcocdawc/chemcoord,0,0,0.0,27,0,0.0014489153833416,0.0,0.0,0.0,0.974624060150376,0.08,0.0,bio,1.0,0.1097521890917059,chemcoord,0.0,,,0.07682653236419414
The-Compiler/pytest-tips-and-tricks,65,18,4,0,Python,,False,False,2023-07-14T18:33:04Z,2025-10-01T08:11:49Z,2024-07-09T12:23:02Z,13228,True,False,main,,,"Supporting material for the ""pytest tips and tricks for a better testsuite"" training",https://github.com/The-Compiler/pytest-tips-and-tricks,0,0,,477,0,0.0006209637357178,0.0,0.0,0.0,0.5516917293233083,0.442,0.0,material,0.9,0.1094340291115269,pytest-tips-and-tricks,0.0,,,0.07660382037806883
biojava/biojava-tutorial,123,42,35,4,Python,NOASSERTION,False,False,2013-09-18T20:23:45Z,2025-05-02T12:40:49Z,2024-02-23T19:46:04Z,5255,False,False,master,3d-structure;bioinformatics;biojava;genomics;java;protein-disorder;protein-structure;tutorial,http://www.biojava.org,:book::books:An introductory tutorial for BioJava,https://github.com/biojava/biojava-tutorial,0,0,0.0,613,0,0.0030220235138267,0.0,0.0,0.0,0.4238721804511278,0.44256,0.0,bio,1.0,0.1093756227478781,biojava-tutorial,0.0,,,0.07656293592351467
instadeepai/manyfold,82,9,13,3,Python,NOASSERTION,False,False,2022-08-31T14:14:51Z,2025-07-02T11:04:51Z,2022-12-14T13:48:49Z,1453,True,False,master,bioinformatics;deep-learning;jax;protein-folding;protein-structure;python;research,,🧬 ManyFold: An efficient and flexible library for training and validating protein folding models,https://github.com/instadeepai/manyfold,0,0,0.0,1050,0,0.001324722636198,0.0,0.0,0.0,0.0131578947368421,0.7184,0.0,bio,1.0,0.1093407340009238,manyfold,0.0,,,0.07653851380064665
clintval/sample-sheet,50,16,10,23,Python,MIT,False,False,2017-12-02T23:25:15Z,2025-09-04T01:41:52Z,2024-03-20T15:44:59Z,3950,False,False,main,bioinformatics;demultiplexing;experiment-manager;illumina;python;samplesheet,https://sample-sheet.rtfd.io,Parse Illumina sample sheets with Python,https://github.com/clintval/sample-sheet,0,0,0.0,588,0,0.0,0.0,0.0,0.0,0.4473684210526315,0.39304,0.0,ml,1.05,0.1088774842105263,sample-sheet,0.0,,,0.07621423894736841
KrishnaswamyLab/scprep,74,19,8,29,Python,MIT,False,False,2017-08-08T17:41:39Z,2025-07-07T02:35:00Z,2025-09-22T17:17:55Z,10209,True,False,master,,,"A collection of scripts and tools for loading, processing, and handling single cell data.",https://github.com/KrishnaswamyLab/scprep,0,0,0.0,37,0,0.0009935419771485,0.0,0.0,0.0,0.9652255639097744,0.08,0.0,other,1.0,0.1087212647864071,scprep,0.0,,,0.07610488535048497
LoganFairbairn/RyMat,149,5,12,13,Python,GPL-3.0,False,False,2021-09-27T15:21:20Z,2025-10-08T22:53:26Z,2025-03-01T15:09:59Z,618686,True,False,main,baking;blender;blender-addon;layered-materials;material-editor;materials;open-source;painter;pbr-materials;shading-nodes;texture-painting;texturing,,Provides a layer based user interface and utility functions for creating complex materials in Blender.,https://github.com/LoganFairbairn/RyMat,0,0,0.0,242,0,0.0040983606557377,0.0,0.0,0.0,0.7725563909774436,0.27944,0.0,material,0.9,0.1079921801060027,rymat,0.0,,,0.07559452607420189
bjodah/chempy,611,81,16,34,Python,BSD-2-Clause,False,False,2015-05-25T16:49:18Z,2025-10-22T16:26:36Z,2025-09-22T07:54:32Z,17908,True,True,master,chemical-formulas;chemical-kinetics;chemical-reaction-model;chemistry;physical-chemistry;python;speciation,,⚗ A package useful for chemistry written in Python,https://github.com/bjodah/chempy,0,0,0.0,37,0,0.0232240437158469,0.0,0.0,0.0,0.9652255639097744,0.08,0.0,chem,0.95,0.1075089968774395,chempy,0.0,,,0.07525629781420765
Teichlab/MultiMAP,56,13,8,6,Python,MIT,False,False,2021-03-05T07:56:23Z,2025-04-24T19:25:13Z,2023-11-15T09:34:56Z,4717,True,False,master,,,MultiMAP for integration of single cell multi-omics,https://github.com/Teichlab/MultiMAP,0,0,0.0,714,0,0.0002483854942871,0.0,0.0,0.0,0.3289473684210526,0.49576,0.0,bio,1.0,0.1073084139409626,multimap,0.0,,,0.07511588975867382
juexinwang/NRI-MD,58,25,3,8,Python,MIT,False,False,2021-01-30T23:06:14Z,2025-09-28T09:34:00Z,2023-05-30T14:51:21Z,13704,True,False,main,graph-neural-networks;molecular-simulation,,Neural relational inference for molecular dynamics simulations,https://github.com/juexinwang/NRI-MD,0,0,0.0,883,0,0.0003311806590495,0.0,0.0,0.0,0.1701127819548872,0.60072,0.0,bio,1.0,0.1071855143272986,nri-md,0.0,,,0.07502986002910901
cgohlke/molmass,63,13,2,1,Python,BSD-3-Clause,False,False,2020-02-22T22:39:48Z,2025-10-22T16:30:12Z,2025-09-05T03:03:49Z,688,False,False,master,chemistry;mass-spectrometry;python,https://pypi.org/project/molmass,Molecular mass calculations.,https://github.com/cgohlke/molmass,0,0,0.0,54,0,0.0005381685709554,0.0,0.0,0.0,0.949248120300752,0.08,0.0,other,1.0,0.1070324457442662,molmass,0.0,,,0.07492271202098633
quicwg/wg-materials,147,59,47,1,Python,,False,False,2016-10-17T02:18:19Z,2025-10-29T03:04:31Z,2025-10-29T03:04:28Z,108283,False,True,main,ietf;materials;quic;standards;working-group,https://quicwg.org,"Agenda, Minutes, Presentations",https://github.com/quicwg/wg-materials,0,0,0.0,0,0,0.0040155654909753,0.0,0.0,0.0,1.0,0.1208,0.0,material,0.9,0.1070308017883755,wg-materials,0.0,,,0.07492156125186285
aksub99/MolDQN-pytorch,81,27,1,7,Python,MIT,False,False,2019-10-19T20:09:32Z,2025-09-18T10:07:04Z,2023-03-24T23:37:44Z,3199,True,False,master,chemistry;deep-learning;dqn-pytorch;drug-discovery;inverse-design;machine-learning;materials-informatics;materials-science;molecule;python;pytorch;pytorch-implementation;pytorch-rl;reinforcement-learning,,"A PyTorch Implementation of ""Optimization of Molecules via Deep Reinforcement Learning"".",https://github.com/aksub99/MolDQN-pytorch,0,0,0.0,949,0,0.0012833250538168,0.0,0.0,0.0,0.1080827067669173,0.67696,0.0,chem,0.95,0.1069784889030823,moldqn-pytorch,0.0,,,0.07488494223215761
biocommons/eutils,63,29,7,6,Python,Apache-2.0,False,False,2016-05-26T06:08:27Z,2025-08-02T23:59:14Z,2025-09-04T02:18:22Z,2239,False,False,main,bioinformatics;genomics;ncbi,,"simplified searching, fetching, and parsing records from NCBI using their E-utilities interface",https://github.com/biocommons/eutils,0,0,0.0,55,0,0.0005381685709554,0.0,0.0,0.0,0.9483082706766918,0.08,0.0,other,1.0,0.1069384607818602,eutils,0.0,,,0.07485692254730214
fls-bioinformatics-core/genomics,83,37,17,12,Python,NOASSERTION,False,False,2011-06-15T13:00:22Z,2025-06-17T12:38:53Z,2025-09-01T11:07:52Z,4757,True,False,devel,,,"Scripts, utilities and programs for genomic bioinformatics.",https://github.com/fls-bioinformatics-core/genomics,0,0,0.0,58,0,0.0013661202185792,0.0,0.0,0.0,0.9454887218045112,0.08,0.0,bio,1.0,0.1068220962241669,genomics,0.0,,,0.07477546735691683
jorvis/biocode,546,254,31,27,Python,MIT,False,False,2013-08-22T15:37:10Z,2025-10-22T17:09:58Z,2025-07-22T14:57:57Z,7647,True,False,master,,,Bioinformatics code libraries and scripts,https://github.com/jorvis/biocode,0,0,0.0,99,0,0.0205332008610697,0.0,0.0,0.0,0.9069548872180452,0.08,0.0,bio,1.0,0.1068021288940184,biocode,0.0,,,0.07476149022581287
Genentech/scimilarity,220,16,10,19,Python,NOASSERTION,False,False,2023-08-08T03:15:35Z,2025-10-13T05:18:59Z,2025-06-26T00:32:59Z,26899,False,True,main,,https://genentech.github.io/scimilarity/,A unifying representation of single cell expression profiles that quantifies similarity between expression states and generalizes to represent new studies without additional training.,https://github.com/Genentech/scimilarity,0,0,0.0,125,0,0.0070375890048021,0.0,0.0,0.0,0.8825187969924813,0.08,0.0,ml,1.05,0.1067423673752189,scimilarity,0.0,,,0.07471965716265323
gadsbyfly/PyBioMed,118,65,4,12,Python,BSD-3-Clause,False,False,2017-12-31T17:11:14Z,2025-09-05T11:31:50Z,2023-04-10T11:46:55Z,50880,True,False,master,,http://pybiomed.readthedocs.io/en/latest/index.html,"machine learning, molecular descriptor",https://github.com/gadsbyfly/PyBioMed,0,0,0.0,933,0,0.0028150356019208,0.0,0.0,0.0,0.1231203007518797,0.6244000000000001,0.0,bio,1.0,0.1065350371955721,pybiomed,0.0,,,0.07457452603690047
pulkitgupta2k/devnet-associate,109,52,27,2,Python,,False,False,2020-06-10T16:41:09Z,2025-09-09T09:03:42Z,2023-05-01T21:24:40Z,68,True,False,master,cisco;devasc;devnet,,Study material and notes for DEVNET Associate (200-901 DEVASC),https://github.com/pulkitgupta2k/devnet-associate,0,0,0.0,911,0,0.0024424573604901,0.0,0.0,0.0,0.143796992481203,0.69,0.0,material,0.9,0.1065313716481965,devnet-associate,0.0,,,0.07457196015373754
lukasturcani/stk,274,51,10,66,Python,MIT,False,False,2018-03-18T20:57:46Z,2025-10-25T19:26:03Z,2025-10-08T17:07:31Z,47514,False,False,master,cheminformatics;chemistry;computational-chemistry;computational-science;materials-design;materials-discoveries;materials-science;materials-screening;molecular-evolution;molecular-modeling;molecular-structures;reactions,https://stk.readthedocs.io/,"A Python library which allows construction and manipulation of complex molecules, as well as automatic molecular design and the creation of molecular databases.",https://github.com/lukasturcani/stk,0,0,0.0,21,0,0.0092730584533863,0.0,0.0,0.0,0.9802631578947368,0.08,0.0,chem,0.95,0.1062868811061434,stk,0.0,,,0.07440081677430037
broadinstitute/CellBender,360,73,8,165,Python,BSD-3-Clause,False,False,2019-02-21T21:53:57Z,2025-10-21T16:51:54Z,2025-07-30T20:05:07Z,30735,True,False,master,,https://cellbender.rtfd.io,CellBender is a software package for eliminating technical artifacts from high-throughput single-cell RNA sequencing (scRNA-seq) data.,https://github.com/broadinstitute/CellBender,0,0,0.0,90,0,0.0128332505381685,0.0,0.0,0.0,0.9154135338345863,0.08,0.0,bio,1.0,0.1061080034910923,cellbender,0.0,,,0.0742756024437646
comp-think/comp-think.github.io,68,17,10,0,Python,NOASSERTION,False,False,2018-11-12T07:11:23Z,2025-10-27T21:34:05Z,2025-10-12T13:40:57Z,57143,True,True,master,,,The website of the Computational Thinking and Programming material,https://github.com/comp-think/comp-think.github.io,0,0,,17,0,0.0007451564828614,0.0,0.0,0.0,0.9840225563909776,0.12864,0.0,material,0.9,0.106062558242103,comp-think.github.io,0.0,,,0.0742437907694721
Edinburgh-Genome-Foundry/DnaFeaturesViewer,659,102,16,36,Python,MIT,False,False,2016-09-20T16:57:39Z,2025-10-20T14:14:18Z,2025-07-02T16:52:15Z,16314,True,True,master,bioinformatics;dna-visualization;genbank;molecular-biology;synthetic-biology;visualization,https://edinburgh-genome-foundry.github.io/DnaFeaturesViewer/,:eye: Python library to plot DNA sequence features (e.g. from Genbank files),https://github.com/Edinburgh-Genome-Foundry/DnaFeaturesViewer,0,0,0.0,119,0,0.025211127670144,0.0,0.0,0.0,0.8881578947368421,0.08,0.0,bio,1.0,0.105858015007713,dnafeaturesviewer,0.0,,,0.0741006105053991
CGATOxford/UMI-tools,528,197,33,26,Python,MIT,False,False,2015-03-06T15:10:20Z,2025-10-28T10:24:17Z,2025-07-10T11:04:06Z,31201,True,False,master,,,Tools for handling Unique Molecular Identifiers in NGS data sets,https://github.com/CGATOxford/UMI-tools,0,0,0.0,111,0,0.0197880443782083,0.0,0.0,0.0,0.8956766917293233,0.08,0.0,other,1.0,0.1055252780485739,umi-tools,0.0,,,0.07386769463400172
jwilk/chemiscripts,74,3,1,0,Python,MIT,False,False,2018-03-31T20:25:38Z,2025-10-14T21:56:16Z,2025-10-14T21:56:12Z,40,False,True,master,chemistry;unicode,https://jwilk.github.io/chemiscripts/,translate ASCII chemical formulas into Unicode,https://github.com/jwilk/chemiscripts,0,0,,14,0,0.0009935419771485,0.0,0.0,0.0,0.986842105263158,0.08,0.0,chem,0.95,0.1053387729756582,chemiscripts,0.0,,,0.07373714108296074
