full_name,html_url,description,language,stargazers_count,forks_count,open_issues_count,archived,topics,license,pushed_at,created_at,updated_at,default_branch
Teichlab/MultiMAP,https://github.com/Teichlab/MultiMAP,MultiMAP for integration of single cell multi-omics,Python,56,13,6,False,,MIT,2023-11-15T09:34:56Z,2021-03-05T07:56:23Z,2025-04-24T19:25:13Z,master
Novartis/scar,https://github.com/Novartis/scar,scAR (single-cell Ambient Remover) is a deep learning model for removal of the ambient signals in droplet-based single cell omics,Python,55,5,4,False,cite-seq;crispr-screen;denoising-algorithm;generative-model;machine-learning;probabilistic-graphical-models;pytorch;single-cell-rna-seq;variational-autoencoder,,2024-08-17T11:43:51Z,2022-03-15T20:35:43Z,2025-10-01T06:38:59Z,main
immunogenomics/cna,https://github.com/immunogenomics/cna,Covarying neighborhood analysis (CNA) is a method for finding structure in- and conducting association analysis with multi-sample single-cell datasets.,Python,55,5,0,False,python;single-cell,GPL-3.0,2025-06-01T11:43:55Z,2020-03-19T20:24:11Z,2025-08-18T01:52:12Z,master
gaolabtools/scNanoGPS,https://github.com/gaolabtools/scNanoGPS,Single cell Nanopore sequencing data for Genotype and Phenotype,Python,54,6,9,False,cell-barcode;demultiplexing;gene-expression;isoforms;long-read-sequencing;nanopore-analysis-pipeline;rna-seq-pipeline;single-cell;single-nucleotide-variation;umi-curation,NOASSERTION,2025-05-15T22:26:06Z,2022-09-13T21:16:03Z,2025-10-13T02:30:40Z,v2.0
tahoebio/tahoe-x1,https://github.com/tahoebio/tahoe-x1,Tahoe-x1 is a single cell foundation model designed for gigascale datasets,Python,54,5,2,False,,Apache-2.0,2025-10-24T20:00:50Z,2025-08-10T23:46:10Z,2025-10-29T03:50:46Z,main
JacobHanimann/scDINO,https://github.com/JacobHanimann/scDINO,Self-Supervised Vision Transformers for multiplexed imaging datasets,Python,54,11,1,False,fluorescence-microscopy-imaging;greyscale-image;high-content-screening;morphology;multi-channel;multi-head-attention;phenotyping;self-supervised-learning;single-cell;unsupervised;vision-transformer,Apache-2.0,2024-07-01T08:59:15Z,2023-01-16T13:02:40Z,2025-08-28T15:20:43Z,master
wangshenguiuc/OnClass,https://github.com/wangshenguiuc/OnClass,Single cell typing based on cell ontology,Python,52,18,0,False,,MIT,2023-12-10T05:21:31Z,2019-10-11T04:25:14Z,2025-05-07T02:55:13Z,master
flatironinstitute/inferelator,https://github.com/flatironinstitute/inferelator,Task-based gene regulatory network inference using single-cell or bulk gene expression data conditioned on a prior network.,Python,52,12,6,False,inference;network,BSD-2-Clause,2024-07-08T16:57:18Z,2019-02-11T14:35:42Z,2025-10-10T16:24:05Z,release
genecell/COSG,https://github.com/genecell/COSG,Accurate and fast cell marker gene identification with COSG,Python,51,7,1,False,single-cell;single-cell-analysis;single-cell-atac-seq;single-cell-rna-seq;spatial-transcriptomics,BSD-3-Clause,2025-10-17T21:13:25Z,2021-04-13T11:40:55Z,2025-10-17T21:13:29Z,main
bedapub/besca,https://github.com/bedapub/besca,BESCA (Beyond Single Cell Analysis) offers python functions for single-cell analysis,Python,50,17,35,False,,GPL-3.0,2025-05-30T19:40:36Z,2020-02-27T15:32:21Z,2025-07-03T19:02:48Z,main
andreariba/DeepCycle,https://github.com/andreariba/DeepCycle,Cell cycle inference in single-cell RNA-seq,Python,50,9,5,False,cell-biology;deep-learning;rna-seq;single-cell,GPL-3.0,2023-04-25T19:21:54Z,2021-03-09T12:32:19Z,2025-08-30T10:09:58Z,main
gifford-lab/prescient,https://github.com/gifford-lab/prescient,Codebase for PRESCIENT (Potential eneRgy undErlying Single Cell gradIENTs) for generative modeling of single-cell time-series.,Python,50,8,1,False,,MIT,2025-01-20T21:08:40Z,2020-08-25T13:16:28Z,2025-10-08T00:03:37Z,master
microsoft/Graphormer,https://github.com/microsoft/Graphormer,Graphormer is a general-purpose deep learning backbone for molecular modeling.,Python,2362,366,97,False,ai4science;deep-learning;graph;molecule-simulation;transformer,MIT,2024-06-07T17:01:35Z,2021-05-27T05:31:18Z,2025-10-28T02:33:01Z,main
deepmodeling/deepmd-kit,https://github.com/deepmodeling/deepmd-kit,A deep learning package for many-body potential energy representation and molecular dynamics,Python,1776,576,114,False,ase;c;computational-chemistry;cpp;cuda;deep-learning;deepmd;ipi;jax;lammps;machine-learning-potential;materials-science;molecular-dynamics;nodejs;paddle;potential-energy;python;pytorch;rocm;tensorflow,LGPL-3.0,2025-10-28T15:48:33Z,2017-12-12T15:23:44Z,2025-10-28T06:36:35Z,devel
MDAnalysis/mdanalysis,https://github.com/MDAnalysis/mdanalysis,MDAnalysis is a Python library to analyze molecular dynamics simulations.,Python,1478,735,487,False,computational-chemistry;mdanalysis;molecular-dynamics;molecular-dynamics-simulation;molecular-simulation;python;science;trajectory-analysis,NOASSERTION,2025-10-20T13:59:57Z,2015-04-04T00:39:41Z,2025-10-28T17:44:11Z,develop
gcorso/DiffDock,https://github.com/gcorso/DiffDock,"Implementation of DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",Python,1354,321,129,False,binding;computational-biology;diffusion-models;docking;equivariance;machine-learning;non-euclidean-geometry;score-based-models,MIT,2025-05-02T13:59:19Z,2022-10-04T16:42:00Z,2025-10-27T17:42:30Z,main
BradyAJohnston/MolecularNodes,https://github.com/BradyAJohnston/MolecularNodes,"Toolbox for molecular animations in Blender, powered by Geometry Nodes.",Python,1093,101,76,False,biochemistry;blender;blender-addon;geometry-nodes;molecular;molecular-dynamics;molecular-graphics;molecular-modeling;molecule;pdb;protein;protein-data-bank;protein-structure;protein-visualization;proteins;sciart;structural-biology;visualisation,GPL-3.0,2025-10-25T19:55:42Z,2022-04-25T07:14:42Z,2025-10-28T12:57:31Z,main
molecularsets/moses,https://github.com/molecularsets/moses,Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models,Python,933,264,31,False,benchmark;drug-discovery;generative-models;machine-learning,MIT,2024-07-08T06:36:49Z,2018-11-28T11:51:17Z,2025-10-23T09:48:16Z,master
LPDI-EPFL/masif,https://github.com/LPDI-EPFL/masif,MaSIF- Molecular surface interaction fingerprints. Geometric deep learning to decipher patterns in molecular surfaces.,Python,694,163,53,False,geometric-deep-learning;molecular-surface;protein-surface,Apache-2.0,2024-06-19T17:40:17Z,2019-03-14T10:30:07Z,2025-10-26T02:15:08Z,master
mdtraj/mdtraj,https://github.com/mdtraj/mdtraj,An open library for the analysis of molecular dynamics trajectories,Python,673,291,83,False,dihedral-angles;mdtraj;molecular-dynamics;molecular-dynamics-trajectories;pdb;pdb-files;python;rmsd,LGPL-2.1,2025-10-27T23:37:08Z,2012-11-08T22:01:24Z,2025-10-25T22:24:58Z,main
torchmd/torchmd,https://github.com/torchmd/torchmd,End-To-End Molecular Dynamics (MD) Engine using PyTorch,Python,665,84,10,False,coarse-grained-molecular-dynamics;machine-learning;molecular-dynamics;neural-networks;pytorch;pytorch-lightning,MIT,2025-01-16T09:41:37Z,2020-02-12T14:00:42Z,2025-10-25T03:14:01Z,main
wengong-jin/icml18-jtnn,https://github.com/wengong-jin/icml18-jtnn,Junction Tree Variational Autoencoder for Molecular Graph Generation (ICML 2018),Python,538,196,30,False,,MIT,2022-12-01T17:36:05Z,2018-02-24T20:39:55Z,2025-10-29T04:42:01Z,master
maxhodak/keras-molecules,https://github.com/maxhodak/keras-molecules,Autoencoder network for learning a continuous representation of molecular structures.,Python,529,147,40,False,,MIT,2024-08-02T16:08:50Z,2016-10-24T19:30:44Z,2025-10-22T18:39:04Z,master
CGATOxford/UMI-tools,https://github.com/CGATOxford/UMI-tools,Tools for handling Unique Molecular Identifiers in NGS data sets,Python,528,197,26,False,,MIT,2025-07-10T11:04:06Z,2015-03-06T15:10:20Z,2025-10-28T10:24:17Z,master
datamol-io/datamol,https://github.com/datamol-io/datamol,Molecular Processing Made Easy.,Python,514,55,13,False,cheminformatics;drug-design;drug-discovery;medicinal-chemistry;molecule;molecules;python;rdkit,Apache-2.0,2024-06-10T19:22:38Z,2021-02-23T15:39:33Z,2025-10-18T06:20:12Z,main
mordred-descriptor/mordred,https://github.com/mordred-descriptor/mordred,a molecular descriptor calculator,Python,441,103,53,False,,BSD-3-Clause,2024-02-07T21:10:44Z,2015-12-31T19:08:53Z,2025-10-28T03:29:37Z,develop
ParmEd/ParmEd,https://github.com/ParmEd/ParmEd,Parameter/topology editor and molecular simulator,Python,439,163,211,False,,,2025-08-27T17:25:35Z,2014-03-01T04:37:42Z,2025-10-20T02:29:25Z,master
MinkaiXu/GeoDiff,https://github.com/MinkaiXu/GeoDiff,Implementation of GeoDiff: a Geometric Diffusion Model for Molecular Conformation Generation (ICLR 2022).,Python,388,83,14,False,computational-biology;computational-chemistry;conformation;diffusion-models;generative-models;graph-neural-networks;iclr;iclr2022;molecule;score-matching,MIT,2023-05-17T06:31:05Z,2022-02-12T08:18:16Z,2025-10-28T00:03:58Z,main
tencent-ailab/grover,https://github.com/tencent-ailab/grover,This is a Pytorch implementation of the paper: Self-Supervised Graph Transformer on Large-Scale Molecular Data,Python,371,78,18,False,,NOASSERTION,2025-06-24T15:44:44Z,2021-01-18T07:17:41Z,2025-10-22T08:56:20Z,main
robertmartin8/MolecularNotes,https://github.com/robertmartin8/MolecularNotes,My Obsidian Second Brain setup,Python,359,63,4,False,,MIT,2024-12-23T19:51:45Z,2022-06-12T14:05:49Z,2025-10-15T22:11:52Z,master
igashov/DiffLinker,https://github.com/igashov/DiffLinker,DiffLinker: Equivariant 3D-Conditional Diffusion Model for Molecular Linker Design,Python,357,53,7,False,diffusion-models;drug-design;equivariance;fragment-based-drug-discovery;machine-learning;molecular-linker,MIT,2024-04-17T17:16:13Z,2022-09-28T20:04:04Z,2025-10-28T03:19:51Z,main
pengxingang/Pocket2Mol,https://github.com/pengxingang/Pocket2Mol,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,Python,352,83,24,False,,MIT,2023-11-16T01:26:24Z,2022-05-15T08:40:08Z,2025-10-24T14:22:15Z,main
gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in ""Directional Message Passing for Molecular Graphs"" (ICLR 2020) and ""Fast and Uncertainty-Aware Directional Message Passing for Non-Equilibrium Molecules"" (NeurIPS-W 2020)",Python,341,66,1,False,architecture;paper;pretrained-models,NOASSERTION,2023-10-03T09:57:19Z,2020-02-14T12:40:15Z,2025-10-28T18:32:30Z,master
u3dreal/molecular-plus,https://github.com/u3dreal/molecular-plus,particle solver for Blender 3.0+ / 4.0+,Python,335,22,5,False,,GPL-3.0,2025-10-29T00:46:26Z,2021-02-09T20:17:56Z,2025-10-29T00:46:29Z,main
microsoft/molecule-generation,https://github.com/microsoft/molecule-generation,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation,Python,309,42,6,False,deep-learning;generative-model;graph-neural-networks;molecule-generation,MIT,2024-01-04T18:10:00Z,2022-02-17T19:16:29Z,2025-10-27T07:09:51Z,main
jewettaij/moltemplate,https://github.com/jewettaij/moltemplate,A general cross-platform tool for preparing simulations of molecules and complex molecular assemblies,Python,302,103,13,False,amber;coarse-grained-molecular-dynamics;force-fields;lammps;lammps-data;lammps-script-creator;lammps-tool;molecular-dynamics;molecule-builder;molecule-editor;open-science;opls,MIT,2025-08-18T20:42:17Z,2016-12-01T10:47:55Z,2025-10-22T16:27:33Z,master
yuyangw/MolCLR,https://github.com/yuyangw/MolCLR,"Implementation of MolCLR: ""Molecular Contrastive Learning of Representations via Graph Neural Networks"" in PyG.",Python,299,72,11,False,deep-learning;graph-neural-networks;molecule;pytorch;pytorch-geometric;self-supervised-learning,MIT,2023-11-04T04:25:44Z,2021-11-03T20:45:58Z,2025-10-23T11:23:34Z,master
choderalab/openmmtools,https://github.com/choderalab/openmmtools,A batteries-included toolkit for the GPU-accelerated OpenMM molecular simulation engine.,Python,298,85,254,False,alchemical-free-energy-calculations;free-energy-calculations;integrators;markov-chain-monte-carlo;mcmc;molecular-dynamics;molecular-simulations;openmm;python;replica-exchange,MIT,2025-09-30T22:14:45Z,2014-10-19T02:52:35Z,2025-10-26T17:43:33Z,main
liugangcode/torch-molecule,https://github.com/liugangcode/torch-molecule,"torch-molecule is a deep learning package for molecular discovery, designed with an sklearn-style interface for property prediction, inverse design and representation learning.",Python,290,37,6,False,deep-learning;graph-neural-networks;inverse-design;molecule;property-prediction;representation-learning,MIT,2025-10-08T21:38:24Z,2024-11-05T17:09:00Z,2025-10-29T05:15:45Z,main
nicola-decao/MolGAN,https://github.com/nicola-decao/MolGAN,Tensorflow implementation of MolGAN: An implicit generative model for small molecular graphs,Python,285,89,3,False,,MIT,2023-10-25T15:08:32Z,2018-09-24T10:54:43Z,2025-10-10T17:53:24Z,master
recursionpharma/gflownet,https://github.com/recursionpharma/gflownet,GFlowNet library specialized for graph & molecular data,Python,275,51,25,False,deep-learning;gflownet;graph-neural-network;pytorch,MIT,2025-06-06T20:41:16Z,2022-02-24T19:45:20Z,2025-10-28T15:08:08Z,trunk
rdkit/mmpdb,https://github.com/rdkit/mmpdb,A package to identify matched molecular pairs and use them to predict property changes.,Python,255,68,19,False,,NOASSERTION,2025-05-20T16:01:22Z,2017-08-12T04:45:21Z,2025-10-27T00:19:17Z,master
radis/radis,https://github.com/radis/radis,🌱 A fast line-by-line code for high-resolution infrared molecular spectra,Python,249,154,86,False,astrophysics;closember;combustion;exoplanets;hitemp;hitran;infrared;plasma;plasma-physics;radiation;spectra;spectroscopy,LGPL-3.0,2025-10-27T07:26:41Z,2018-01-25T15:54:18Z,2025-10-28T09:32:42Z,develop
jrwnter/cddd,https://github.com/jrwnter/cddd,"Implementation of the Paper ""Learning Continuous and Data-Driven Molecular Descriptors by Translating Equivalent Chemical Representations"" by Robin Winter, Floriane Montanari, Frank Noe and Djork-Arne Clevert.",Python,241,74,14,False,,MIT,2023-04-13T08:10:04Z,2018-11-22T13:10:20Z,2025-09-22T04:09:31Z,master
datamol-io/graphium,https://github.com/datamol-io/graphium,Graphium: Scaling molecular GNNs to infinity.,Python,236,13,13,False,,Apache-2.0,2025-05-06T15:03:07Z,2021-01-19T14:30:46Z,2025-10-27T14:36:18Z,main
datamol-io/molfeat,https://github.com/datamol-io/molfeat,molfeat - the hub for all your molecular featurizers,Python,218,26,17,False,,Apache-2.0,2025-05-27T02:54:02Z,2023-03-13T19:39:29Z,2025-09-28T06:42:27Z,main
lsj2408/Transformer-M,https://github.com/lsj2408/Transformer-M,[ICLR 2023] One Transformer Can Understand Both 2D & 3D Molecular Data (official implementation),Python,216,26,11,False,general-purpose-molecular-model;graph-neural-network;graph-transformer;molecular-modeling;molecule;transformer,MIT,2023-03-31T12:36:34Z,2022-10-04T10:05:33Z,2025-10-14T08:20:22Z,main
shirtsgroup/InterMol,https://github.com/shirtsgroup/InterMol,Conversion tool for molecular simulations,Python,213,58,92,False,,MIT,2024-06-12T11:30:25Z,2013-12-14T17:09:16Z,2025-09-15T15:12:08Z,master
RBVI/ChimeraX,https://github.com/RBVI/ChimeraX,Source code for molecular graphics program UCSF ChimeraX,Python,210,38,60,False,,NOASSERTION,2025-10-29T03:45:04Z,2020-09-10T19:14:37Z,2025-10-29T03:45:07Z,develop
napoles-uach/stmol,https://github.com/napoles-uach/stmol,"This is the repository for the Stmol project, a Streamlit component that uses py3Dmol to render molecules.",Python,205,37,13,False,molecular;protein-structure;streamlit;visualization,MIT,2023-12-06T15:50:28Z,2020-07-29T19:00:23Z,2025-10-17T20:52:32Z,master
MorganCThomas/MolScore,https://github.com/MorganCThomas/MolScore,An automated scoring function to facilitate and standardize the evaluation of goal-directed generative models for de novo molecular design,Python,203,33,8,False,benchmark;cheminform;de-novo-drug-design;drug-design;generative-ai;molecule-generation;molecule-scoring,MIT,2025-09-23T08:44:59Z,2020-11-09T13:40:13Z,2025-10-28T19:17:02Z,main
MDIL-SNU/SevenNet,https://github.com/MDIL-SNU/SevenNet,SevenNet - a graph neural network interatomic potential package supporting efficient multi-GPU parallel molecular dynamics simulations.,Python,198,40,21,False,,MIT,2025-10-28T10:58:07Z,2023-02-16T06:31:53Z,2025-10-26T12:48:18Z,main
EBjerrum/scikit-mol,https://github.com/EBjerrum/scikit-mol,scikit-learn classes for molecular vectorization using RDKit,Python,193,29,6,False,,LGPL-3.0,2025-08-16T08:14:23Z,2022-09-04T13:39:29Z,2025-08-11T17:42:31Z,main
digital-chemistry-laboratory/morfeus,https://github.com/digital-chemistry-laboratory/morfeus,A Python package for calculating molecular features,Python,184,36,10,False,,MIT,2025-10-23T16:31:46Z,2020-08-31T14:57:06Z,2025-10-27T21:31:58Z,main
paduagroup/fftool,https://github.com/paduagroup/fftool,Tool to build force field input files for molecular simulation,Python,182,61,1,False,force-field;lammps;molecular-dynamics;packmol,MIT,2025-02-20T14:17:46Z,2013-12-06T16:32:18Z,2025-10-03T06:51:55Z,master
deepmodeling/DMFF,https://github.com/deepmodeling/DMFF,DMFF (Differentiable Molecular Force Field) is a Jax-based python package that provides a full differentiable implementation of molecular force field models. ,Python,180,47,14,False,,LGPL-3.0,2025-09-13T02:27:07Z,2022-02-14T01:35:50Z,2025-10-01T08:28:19Z,master
zjunlp/MolGen,https://github.com/zjunlp/MolGen,[ICLR 2024] Domain-Agnostic Molecular Generation with Chemical Feedback,Python,177,15,1,False,generation;huggingface;iclr2024;language-model;molecular-generation;molecular-optimization;molecule;molgen;multitask;pre-trained-language-models;pre-trained-model;pre-training;pytorch;selfies;targeted-molecular-generation,MIT,2024-12-17T15:33:14Z,2023-01-04T02:38:28Z,2025-10-17T18:22:58Z,main
bjing2016/mdgen,https://github.com/bjing2016/mdgen,Generative modeling of molecular dynamics trajectories,Python,176,26,4,False,,MIT,2025-04-05T14:47:35Z,2024-09-19T14:13:27Z,2025-10-23T13:43:02Z,master
dockstring/dockstring,https://github.com/dockstring/dockstring,"A Python package for molecular docking with an extensive, highly-curated dataset and a set of realistic benchmark tasks for drug discovery.",Python,175,31,8,False,,Apache-2.0,2025-10-06T21:00:47Z,2021-04-22T02:09:46Z,2025-10-06T21:00:53Z,main
microsoft/FS-Mol,https://github.com/microsoft/FS-Mol,"FS-Mol  is A Few-Shot Learning Dataset of Molecules, containing molecular compounds with measurements of activity against a variety of protein targets. The dataset is presented with a model evaluation benchmark which aims to drive few-shot learning research in the domain of molecules and graph-structured data.",Python,169,25,10,False,,NOASSERTION,2023-02-03T20:59:37Z,2021-08-13T17:56:16Z,2025-09-08T17:39:59Z,main
ingcoder/unomd,https://github.com/ingcoder/unomd,Python package to run molecular dynamics simulation of a protein-ligand complex in a single line of code.,Python,167,31,3,False,,MIT,2025-09-19T23:36:27Z,2025-05-15T02:14:29Z,2025-10-10T19:22:52Z,main
dongzhang0725/PhyloSuite,https://github.com/dongzhang0725/PhyloSuite,PhyloSuite is an integrated and scalable desktop platform for streamlined molecular sequence data management and evolutionary phylogenetics studies,Python,160,28,3,False,,GPL-3.0,2025-09-26T09:30:31Z,2018-09-20T08:59:50Z,2025-10-17T01:08:07Z,master
peteboyd/lammps_interface,https://github.com/peteboyd/lammps_interface,automatic generation of LAMMPS input files for molecular dynamics simulations of MOFs,Python,159,75,21,False,,MIT,2023-05-24T05:42:43Z,2015-10-19T16:16:30Z,2025-10-03T07:31:23Z,master
datamol-io/safe,https://github.com/datamol-io/safe,A single model for all your molecular design tasks,Python,153,17,6,False,,Apache-2.0,2025-09-17T14:39:06Z,2023-07-02T22:37:21Z,2025-10-28T05:07:28Z,main
BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,Python,151,30,8,False,,MIT,2024-06-27T12:53:17Z,2019-08-11T12:45:14Z,2025-10-28T16:06:12Z,master
wolberlab/OpenMMDL,https://github.com/wolberlab/OpenMMDL,Interface to OpenMM for easy setup of molecular dynamic simulations of protein-ligand complexes,Python,151,16,24,False,,MIT,2025-10-20T00:21:31Z,2022-11-28T14:53:09Z,2025-10-22T05:05:30Z,main
calvin-zcx/moflow,https://github.com/calvin-zcx/moflow,MoFlow: an invertible flow model for generating molecular graphs,Python,146,43,4,False,graph-generative-model;moflow;molecular-graphs;molecule-design;optimize-existing-molecules,MIT,2023-03-14T16:53:37Z,2020-09-30T18:52:01Z,2025-10-09T12:14:25Z,master
atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures,Python,144,23,0,False,,MIT,2023-03-24T12:05:41Z,2019-10-21T13:48:59Z,2025-10-08T10:17:57Z,master
zhichunguo/Meta-MGNN,https://github.com/zhichunguo/Meta-MGNN,Few-Shot Graph Learning for Molecular Property Prediction,Python,138,33,4,False,,,2023-02-20T03:23:55Z,2021-02-15T07:01:51Z,2025-08-25T09:00:58Z,main
molmod/psiflow,https://github.com/molmod/psiflow,scalable molecular simulation,Python,137,15,13,False,coupled-cluster;cp2k;dft;enhanced-sampling;free-energy-calculations;gpaw;machine-learning;molecular-dynamics;orca-quantum-chemistry;plumed2;pytorch;quantum-chemistry;transfer-learning,MIT,2025-10-13T09:05:46Z,2022-11-18T09:57:59Z,2025-09-29T12:18:22Z,main
general-molecular-simulations/so3lr,https://github.com/general-molecular-simulations/so3lr,SO3krates and Universal Pairwise Force Field for Molecular Simulation,Python,135,16,10,False,computational-chemistry;deep-learning;force-field;interatomic-potentials;jax;machine-learining;molecular-dynamics;quantum-chemistry,MIT,2025-10-24T13:32:08Z,2024-10-05T08:17:30Z,2025-10-24T13:32:12Z,main
keiserlab/e3fp,https://github.com/keiserlab/e3fp,3D molecular fingerprints ,Python,134,35,16,False,3d;cheminformatics;e3fp;fingerprint;molecular;python,LGPL-3.0,2025-02-04T10:15:34Z,2015-09-15T18:51:18Z,2025-10-26T15:29:09Z,master
abelcarreras/DynaPhoPy,https://github.com/abelcarreras/DynaPhoPy,Phonon anharmonicity analysis from molecular dynamics,Python,133,54,3,False,anharmonicity;lammps;molecular-dynamics;phonon;phonopy;vasp,MIT,2025-10-02T16:30:46Z,2014-06-06T02:43:08Z,2025-10-10T08:03:14Z,master
HICAI-ZJU/KANO,https://github.com/HICAI-ZJU/KANO,"Code and data for the Nature Machine Intelligence paper ""Knowledge graph-enhanced molecular contrastive learning with functional prompt"".",Python,131,29,7,False,,MIT,2024-03-18T07:30:57Z,2023-04-20T02:22:20Z,2025-10-24T02:01:34Z,main
biomed-AI/MolRep,https://github.com/biomed-AI/MolRep,MolRep: A Deep Representation Learning Library for Molecular Property Prediction,Python,129,30,6,False,,NOASSERTION,2024-09-17T12:40:56Z,2020-12-24T12:32:39Z,2025-10-22T02:52:35Z,main
marrink-lab/vermouth-martinize,https://github.com/marrink-lab/vermouth-martinize,Describe and apply transformation on molecular structures and topologies,Python,127,54,141,False,hacktoberfest;molecular-dynamics,Apache-2.0,2025-10-28T16:19:48Z,2017-08-21T11:46:40Z,2025-10-28T15:15:42Z,master
jhrmnn/pyberny,https://github.com/jhrmnn/pyberny,Molecular structure optimizer,Python,126,24,19,False,,MPL-2.0,2022-12-17T06:52:27Z,2016-03-20T15:52:27Z,2025-10-14T22:16:42Z,master
whitead/molbloom,https://github.com/whitead/molbloom,Molecular bloom filter tool,Python,126,14,1,False,,MIT,2025-08-19T03:07:19Z,2022-10-27T19:14:48Z,2025-10-25T22:56:32Z,main
gncs/molgym,https://github.com/gncs/molgym,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,Python,126,25,10,False,molecular-design;quantum-chemistry;reinforcement-learning,MIT,2023-07-23T21:22:35Z,2020-06-26T17:58:18Z,2025-10-03T22:10:19Z,master
zaixizhang/MGSSL,https://github.com/zaixizhang/MGSSL,"Official implementation of NeurIPS'21 paper""Motif-based Graph Self-Supervised Learning for Molecular Property Prediction""",Python,126,20,7,False,,Apache-2.0,2023-08-18T17:00:16Z,2021-10-13T08:40:38Z,2025-10-22T03:18:52Z,main
bytedance/bamboo,https://github.com/bytedance/bamboo, BAMBOO (Bytedance AI Molecular BOOster) is an AI-driven machine learning force field designed for precise and efficient electrolyte simulations.,Python,125,23,6,False,research,GPL-2.0,2025-05-08T00:19:19Z,2024-04-22T12:30:10Z,2025-10-09T08:41:59Z,release_202404
tubiana/TTClust,https://github.com/tubiana/TTClust,"clusterize molecular dynamic trajectories (amber, gromacs, charmm, namd, pdb...)",Python,119,39,8,False,,NOASSERTION,2024-04-25T12:46:07Z,2016-11-05T09:27:23Z,2025-10-22T06:36:42Z,master
gadsbyfly/PyBioMed,https://github.com/gadsbyfly/PyBioMed,"machine learning, molecular descriptor",Python,118,65,12,False,,BSD-3-Clause,2023-04-10T11:46:55Z,2017-12-31T17:11:14Z,2025-09-05T11:31:50Z,master
pineappleK/ED2Mol,https://github.com/pineappleK/ED2Mol,Electron-density-informed effective and reliable de novo molecular design and optimization with ED2Mol,Python,118,16,2,False,,MIT,2025-09-19T16:37:40Z,2025-08-04T10:11:42Z,2025-10-27T09:36:58Z,main
Pyroevil/Blender-Molecular-Script,https://github.com/Pyroevil/Blender-Molecular-Script,This is my molecular python script for blender. A bit similar to Lagoa Multiphysic in Softimage.,Python,112,73,9,False,,,2024-04-20T18:49:58Z,2011-10-25T15:34:40Z,2025-09-14T16:55:29Z,master
evogytis/baltic,https://github.com/evogytis/baltic,"baltic - backronymed adaptable lightweight tree import code for molecular phylogeny manipulation, analysis and visualisation. Development is back on the evogytis/baltic branch (i.e. here).",Python,112,32,15,False,phylogenetics;visualisation,GPL-3.0,2025-09-09T14:00:42Z,2016-04-22T20:46:00Z,2025-10-01T18:50:22Z,master
hansen7/MolGraphEval,https://github.com/hansen7/MolGraphEval,[NeurIPS '23] Evaluating Self-supervised Learning for Molecular Graph Embeddings,Python,110,22,1,False,,MIT,2024-03-06T04:34:26Z,2022-06-09T07:16:40Z,2025-08-19T06:35:33Z,main
PDBeurope/arpeggio,https://github.com/PDBeurope/arpeggio,Calculation of interatomic interactions in molecular structures,Python,109,20,16,False,,GPL-3.0,2024-09-03T22:14:16Z,2020-05-11T08:58:53Z,2025-10-16T04:25:40Z,master
IBM/controlled-peptide-generation,https://github.com/IBM/controlled-peptide-generation,"source code for https://arxiv.org/abs/2005.11248 ""Accelerating Antimicrobial Discovery with Controllable Deep Generative Models and Molecular Dynamics""",Python,106,33,7,False,,Apache-2.0,2025-09-17T21:54:44Z,2020-09-24T06:15:28Z,2025-10-23T11:57:17Z,master
NVIDIA-Digital-Bio/genmol,https://github.com/NVIDIA-Digital-Bio/genmol,"GenMol is a generative AI model for creating novel molecules. It utilizes masked discrete diffusion and fragment-based generation to create valid molecules, which are encoded in the SAFE molecular representation.",Python,106,14,4,False,,,2025-10-23T16:57:32Z,2025-05-27T20:40:02Z,2025-10-23T16:57:35Z,main
HUBioDataLab/SELFormer,https://github.com/HUBioDataLab/SELFormer,SELFormer: Molecular Representation Learning via SELFIES Language Models,Python,103,19,2,False,cheminformatics;deep-learning;drug-discovery;language-model;machine-learning;representation-learning;transformers,,2024-12-01T11:22:56Z,2023-04-11T08:46:10Z,2025-10-18T17:00:51Z,main
OdinZhang/ResGen,https://github.com/OdinZhang/ResGen,3D_Molecular_Generation,Python,100,12,8,False,,MIT,2024-11-23T18:37:14Z,2022-11-28T06:58:21Z,2025-09-25T06:50:01Z,main
deepmodeling/reacnetgenerator,https://github.com/deepmodeling/reacnetgenerator,an automatic reaction network generator for reactive molecular dynamics simulation,Python,95,42,19,False,hmm;md;network;python;reaction;reactive,LGPL-3.0,2025-10-27T20:11:46Z,2018-04-06T15:07:56Z,2025-10-16T01:04:36Z,master
Exscientia/molflux,https://github.com/Exscientia/molflux,A foundational package for molecular predictive modelling,Python,94,14,0,False,,MIT,2024-10-16T16:17:26Z,2023-11-16T13:39:10Z,2025-10-01T11:51:37Z,main
