repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
noahgift/aws-cloud-practitioner-exam,55,33,1,3,Python,,False,False,2019-11-01T22:09:09Z,2025-05-02T12:09:20Z,2025-01-10T22:57:07Z,149,True,True,master,aws;certification;cloud;cloud-practitioner;devops;pragmaticai;python;study-material,https://awscp.noahgift.com,[Course]Study Material for AWS Cloud Practitioner Exam,https://github.com/noahgift/aws-cloud-practitioner-exam
yehonathanlitman/LightSwitch,55,4,3,0,Python,MIT,False,False,2025-07-30T21:25:32Z,2025-10-28T09:28:18Z,2025-08-13T01:58:29Z,22016,True,False,main,,,[ICCV 2025] LightSwitch: Multi-view Relighting with Material-guided Diffusion,https://github.com/yehonathanlitman/LightSwitch
ethanwhite/progbio,54,70,15,0,Python,NOASSERTION,False,False,2012-08-24T16:40:55Z,2025-07-14T20:59:53Z,2023-06-30T16:09:06Z,3652,True,True,master,,,Teaching materials for classes teaching programming to biologists,https://github.com/ethanwhite/progbio
ucu-computer-science/UCU_Linux_Club,54,39,4,8,Python,GPL-3.0,False,False,2020-07-15T20:14:12Z,2025-07-03T12:09:48Z,2024-06-07T11:37:01Z,10209,True,True,master,arch;archlinux;club;gnome;i3;linux;manjaro;students;ucu;ucu-linux-club;university,https://ucu-computer-science.github.io/UCU_Linux_Club/,"UCU Linux Club repository - all materials, Homeworks etc",https://github.com/ucu-computer-science/UCU_Linux_Club
SublimeText/material-theme,54,8,4,0,Python,MIT,False,False,2022-12-02T19:39:13Z,2025-09-18T16:36:32Z,2023-12-27T12:15:16Z,12522,False,True,master,sublime-color-scheme;sublime-package;sublime-text;sublime-theme,,"Material Theme, a theme for Sublime Text 3, made by Mattia Astorino",https://github.com/SublimeText/material-theme
lvoxx/LSCherry,54,2,1,1,Python,GPL-3.0,False,False,2024-03-09T08:49:00Z,2025-10-22T18:24:39Z,2025-10-21T03:48:41Z,151372,True,False,main,3d;anime;blender;cel-shading;cross-toon;lscherry;toon;toon-shading,https://github.com/lvoxx/LSPotato,This Toon Shader Framework for Blender is designed to be compatible with cross-toon materials. It has been implemented and evolved from aVersionOfReality's Toon Shader.,https://github.com/lvoxx/LSCherry
heprom/pymicro,53,22,10,3,Python,MIT,False,False,2017-02-16T05:57:50Z,2025-10-09T16:18:42Z,2025-07-11T12:59:40Z,247309,True,False,master,3d;crystallography;materials-science,http://pymicro.readthedocs.io,A Python package to work with material microstructures and 3d data sets,https://github.com/heprom/pymicro
fabricix/MPM-Py,53,7,3,3,Python,GPL-3.0,False,False,2021-03-17T19:04:20Z,2025-10-26T12:07:44Z,2023-04-15T01:36:29Z,2180,True,False,main,learning;material-point-method;mpm;python,,MPM-Py: A program for learning the Material Point Method using Python,https://github.com/fabricix/MPM-Py
luisbelloch/data_processing_course,52,27,7,5,Python,NOASSERTION,False,False,2016-12-08T20:00:47Z,2025-01-07T00:22:51Z,2022-12-03T18:35:11Z,577,False,False,master,apache-beam;bigdata;course;data-processing;pyspark;spark;stream-processing,https://bigdata.webs.upv.es/,Some class materials for a data processing course using PySpark,https://github.com/luisbelloch/data_processing_course
PEESEgroup/EMSeek,52,7,0,0,Python,MIT,False,False,2025-06-24T20:25:02Z,2025-10-23T01:46:35Z,2025-09-21T01:47:17Z,2257,True,False,demo,,,Bridging Electron Microscopy and Materials Analysis with an Autonomous Agentic Platform,https://github.com/PEESEgroup/EMSeek
ArashRabbani/DeePore,51,24,4,0,Python,MIT,False,False,2020-03-02T09:01:43Z,2025-10-21T16:29:16Z,2025-02-27T14:20:26Z,193740,True,False,master,,,Deep learning for rapid characterization of porous materials,https://github.com/ArashRabbani/DeePore
ocadotechnology/codeforlife-portal,51,84,37,27,Python,NOASSERTION,False,False,2014-07-23T14:44:13Z,2025-10-28T14:16:02Z,2025-10-28T14:15:58Z,131300,True,False,master,django;edtech;education;educational-game;games;hacktoberfest;python;teaching-materials,https://www.codeforlife.education/,"The portal code for Code for Life: an online platform providing free educational resources, materials and games to teach about coding and technology.",https://github.com/ocadotechnology/codeforlife-portal
rochacbruno/fastapi-workshop,51,25,3,1,Python,,False,False,2022-11-16T20:16:26Z,2025-10-22T19:06:08Z,2024-05-19T19:08:52Z,1303,True,False,main,fastapi;python,https://www.linuxtips.io/course/criando-site-api-python,Material do workshop - Criando API com FastAPI da LINUXtips,https://github.com/rochacbruno/fastapi-workshop
huzongxiang/MatDGL,51,12,8,0,Python,MIT,False,False,2022-01-06T08:50:33Z,2025-07-08T08:50:13Z,2024-07-30T09:21:28Z,57309,True,False,main,deep-learning;graph;machine-learning;massagepassing;materials;neural-networks;pretrain;tensorflow;transformer,,MatDGL is a neural network package that allows researchers to train custom models for crystal modeling tasks. It aims to accelerate the research and application of material science.,https://github.com/huzongxiang/MatDGL
giuvecchio/matfuse-sd,51,5,2,4,Python,MIT,False,False,2024-02-20T16:43:24Z,2025-10-28T07:39:23Z,2024-10-07T13:27:21Z,6991,False,False,main,cvpr2024;diffusion-models;generative-ai;pbr-materials;rendering;svbrdf,https://gvecchio.com/matfuse/,MatFuse: Controllable Material Generation with Diffusion Models (CVPR2024),https://github.com/giuvecchio/matfuse-sd
gahjelle/decorators_tutorial,50,18,2,0,Python,,False,False,2020-05-10T17:34:40Z,2025-03-01T17:06:09Z,2023-06-05T12:59:48Z,417,True,False,main,decorators;materials;pycon;python;tutorial,,Introduction to Decorators - Tutorial given at PyCon Online 2020 and 2021,https://github.com/gahjelle/decorators_tutorial
ahmedm-sallam/FCAI-CS-Final-Semester,50,3,1,0,Python,,False,False,2024-02-15T16:35:15Z,2025-09-23T05:14:28Z,2025-02-26T22:41:08Z,482208,True,False,main,,,"The CU-FCAI-CS 2024 Material Repository is a centralized hub for academic resources, materials, and tools related to CS Department.",https://github.com/ahmedm-sallam/FCAI-CS-Final-Semester
ramalho/python-eng,50,3,2,0,Python,MIT,False,False,2023-02-05T21:27:11Z,2025-09-30T00:27:11Z,2024-04-11T20:32:02Z,30366,True,False,main,,,Material para o curso Python Engineer da Linux Tips,https://github.com/ramalho/python-eng
scverse/scvi-tools,1491,416,24,31,Python,BSD-3-Clause,False,False,2017-09-06T05:39:48Z,2025-10-29T01:48:43Z,2025-10-29T16:14:14Z,173220,False,False,main,cite-seq;deep-generative-model;deep-learning;human-cell-atlas;scrna-seq;scverse;single-cell-genomics;single-cell-rna-seq;variational-autoencoder;variational-bayes,http://scvi-tools.org/,Deep probabilistic analysis of single-cell and spatial omics data,https://github.com/scverse/scvi-tools
aertslab/pySCENIC,551,194,16,232,Python,GPL-3.0,False,False,2018-03-07T13:57:49Z,2025-10-29T10:07:30Z,2025-06-26T09:57:37Z,36493,False,False,master,gene-regulatory-network;single-cell;transcription-factors;transcriptomics,http://scenic.aertslab.org,"pySCENIC is a lightning-fast python implementation of the SCENIC pipeline (Single-Cell rEgulatory Network Inference and Clustering) which enables biologists to infer transcription factors, gene regulatory networks and cell types from single-cell RNA-seq data.",https://github.com/aertslab/pySCENIC
KrishnaswamyLab/PHATE,525,79,16,35,Python,NOASSERTION,False,False,2017-04-05T21:37:31Z,2025-10-29T18:46:43Z,2025-10-27T21:09:29Z,157129,True,False,main,data-visualization;dimensionality-reduction;manifold-learning;single-cell;unsupervised-learning,http://phate.readthedocs.io,PHATE (Potential of Heat-diffusion for Affinity-based Transition Embedding) is a tool for visualizing high dimensional data.,https://github.com/KrishnaswamyLab/PHATE
scverse/squidpy,523,97,10,94,Python,BSD-3-Clause,False,False,2020-08-21T15:46:28Z,2025-10-29T14:28:12Z,2025-10-29T15:23:57Z,10958,False,False,main,data-visualization;image-analysis;single-cell-genomics;single-cell-rna-seq;spatial-analysis;spatial-transcriptomics;squidpy,https://squidpy.readthedocs.io/en/stable/,Spatial Single Cell Analysis in Python,https://github.com/scverse/squidpy
vanvalenlab/deepcell-tf,467,106,15,52,Python,NOASSERTION,False,False,2018-05-16T17:41:14Z,2025-10-28T16:26:55Z,2024-08-30T17:06:21Z,357178,True,False,master,cell-biology;deep-learning;instance-segmentation;tensorflow,https://deepcell.readthedocs.io,Deep Learning Library for Single Cell Analysis,https://github.com/vanvalenlab/deepcell-tf
Teichlab/celltypist,417,50,7,44,Python,MIT,False,False,2021-05-19T20:29:20Z,2025-10-29T17:59:39Z,2025-10-16T09:29:11Z,23541,True,False,main,cell-type-classification;label-transfer;machine-learning;python;scrna-seq;single-cell,https://www.celltypist.org/,A tool for semi-automatic cell type classification,https://github.com/Teichlab/celltypist
Ecogenomics/CheckM,392,73,13,21,Python,GPL-3.0,False,False,2013-02-20T00:43:38Z,2025-10-20T06:54:10Z,2025-06-12T23:35:31Z,6993,True,True,master,,https://ecogenomics.github.io/CheckM/,"Assess the quality of microbial genomes recovered from isolates, single cells, and metagenomes",https://github.com/Ecogenomics/CheckM
BayraktarLab/cell2location,385,69,8,134,Python,Apache-2.0,False,False,2020-05-10T23:38:37Z,2025-10-29T06:23:20Z,2025-10-13T21:02:31Z,49087,False,False,master,,https://cell2location.readthedocs.io/en/latest/,Comprehensive mapping of tissue cell architecture via integrated single cell and spatial transcriptomics (cell2location model),https://github.com/BayraktarLab/cell2location
broadinstitute/CellBender,360,73,8,165,Python,BSD-3-Clause,False,False,2019-02-21T21:53:57Z,2025-10-21T16:51:54Z,2025-07-30T20:05:07Z,30735,True,False,master,,https://cellbender.rtfd.io,CellBender is a software package for eliminating technical artifacts from high-throughput single-cell RNA sequencing (scRNA-seq) data.,https://github.com/broadinstitute/CellBender
scverse/SnapATAC2,295,35,8,60,Python,,False,False,2021-12-04T03:09:16Z,2025-10-29T09:00:13Z,2025-10-04T22:04:41Z,25488,False,True,main,single-cell-genomics,https://scverse.org/SnapATAC2,Single-cell epigenomics analysis tools,https://github.com/scverse/SnapATAC2
brianhie/scanorama,292,51,5,16,Python,MIT,False,False,2018-07-19T14:43:41Z,2025-10-27T18:54:54Z,2025-07-14T14:53:34Z,237,True,False,master,,http://scanorama.csail.mit.edu,Panoramic stitching of single cell data,https://github.com/brianhie/scanorama
saezlab/liana-py,243,27,1,41,Python,BSD-3-Clause,False,False,2022-09-22T13:20:35Z,2025-10-23T20:34:39Z,2025-10-24T11:43:25Z,283661,True,False,main,cell-cell-communication;ligand-receptor;python;single-cell;single-cell-rna-seq;spatial;spatialomics,http://liana-py.readthedocs.io/,LIANA+: an all-in-one framework for cell-cell communication,https://github.com/saezlab/liana-py
scverse/scirpy,242,41,9,42,Python,BSD-3-Clause,False,False,2020-01-08T13:23:52Z,2025-10-29T19:12:11Z,2025-10-29T19:12:08Z,177004,True,True,main,,https://scirpy.scverse.org/en/latest/,A scanpy extension to analyse single-cell TCR and BCR data.,https://github.com/scverse/scirpy
snap-stanford/UCE,224,37,11,1,Python,MIT,False,False,2023-09-27T19:19:58Z,2025-10-29T15:59:37Z,2025-02-27T02:51:26Z,307,True,False,main,,,UCE is a zero-shot foundation model for single-cell gene expression data,https://github.com/snap-stanford/UCE
Genentech/scimilarity,220,16,10,19,Python,NOASSERTION,False,False,2023-08-08T03:15:35Z,2025-10-13T05:18:59Z,2025-06-26T00:32:59Z,26899,False,True,main,,https://genentech.github.io/scimilarity/,A unifying representation of single cell expression profiles that quantifies similarity between expression states and generalizes to represent new studies without additional training.,https://github.com/Genentech/scimilarity
cortes-ciriano-lab/SComatic,215,32,4,40,Python,NOASSERTION,False,False,2022-06-08T10:02:29Z,2025-10-20T06:07:45Z,2024-09-15T21:37:20Z,285617,True,False,main,,,A tool for detecting somatic variants in single cell data,https://github.com/cortes-ciriano-lab/SComatic
scverse/pertpy,207,35,5,33,Python,MIT,False,False,2021-06-23T14:15:02Z,2025-10-28T02:21:50Z,2025-10-27T17:40:18Z,102039,True,False,main,perturbation;scverse;single-cell,https://pertpy.readthedocs.io/en/stable,Single-cell perturbation analysis,https://github.com/scverse/pertpy
theislab/moscot,176,12,2,35,Python,BSD-3-Clause,False,False,2021-08-23T09:44:44Z,2025-10-23T18:43:04Z,2025-10-27T19:26:18Z,15107,True,False,main,optimal-transport;single-cell,https://moscot.readthedocs.io/,Multi-omic single-cell optimal transport tools,https://github.com/theislab/moscot
icbi-lab/infercnvpy,175,30,2,16,Python,BSD-3-Clause,False,False,2021-01-26T16:51:26Z,2025-10-28T20:53:27Z,2025-10-27T18:18:28Z,38475,True,True,main,cnv;scverse;single-cell,https://infercnvpy.readthedocs.io/en/latest/,Infer copy number variation (CNV) from scRNA-seq data. Plays nicely with Scanpy.,https://github.com/icbi-lab/infercnvpy
pachterlab/kb_python,174,28,10,2,Python,BSD-2-Clause,False,False,2019-10-14T23:50:12Z,2025-10-27T18:03:38Z,2025-10-27T18:04:52Z,240476,False,False,master,bustools;kallisto;kb-python;rna-velocity-estimation;scrna-seq;single-cell-rna-seq,https://www.kallistobus.tools/,A wrapper for the kallisto | bustools workflow for single-cell RNA-seq pre-processing,https://github.com/pachterlab/kb_python
velocyto-team/velocyto.py,173,85,11,239,Python,BSD-2-Clause,False,False,2017-10-17T06:11:46Z,2025-10-16T08:40:56Z,2025-10-07T12:56:31Z,10229,True,True,master,rna-seq;rna-velocity-estimation;single-cell,http://velocyto.org/velocyto.py/,RNA velocity estimation in Python,https://github.com/velocyto-team/velocyto.py
aertslab/SCENICprotocol,168,65,9,45,Python,GPL-3.0,False,False,2019-03-05T13:51:41Z,2025-10-22T02:36:08Z,2022-12-08T07:04:22Z,221521,True,False,master,,,A scalable SCENIC workflow for single-cell gene regulatory network analysis,https://github.com/aertslab/SCENICprotocol
juexinwang/scGNN,152,42,3,21,Python,MIT,False,False,2019-11-16T23:11:32Z,2025-10-19T04:14:46Z,2024-07-25T10:56:35Z,71754,True,False,master,graph-neural-network;scrna-seq-analysis;single-cell,,scGNN (single cell graph neural networks) for single cell clustering and imputation using graph neural networks,https://github.com/juexinwang/scGNN
colomemaria/epiScanpy,148,33,4,29,Python,BSD-3-Clause,False,False,2019-02-12T09:28:15Z,2025-10-28T06:08:13Z,2024-12-05T14:37:22Z,47503,True,True,master,,,Episcanpy: Epigenomics Single Cell Analysis in Python,https://github.com/colomemaria/epiScanpy
bunnech/cellot,148,18,3,11,Python,BSD-3-Clause,False,False,2022-06-28T08:50:13Z,2025-10-14T08:47:36Z,2024-10-31T23:34:58Z,592,True,False,main,,,Learning Single-Cell Perturbation Responses using Neural Optimal Transport,https://github.com/bunnech/cellot
theislab/anndata2ri,142,19,5,13,Python,GPL-3.0,False,False,2019-02-20T17:03:16Z,2025-10-28T08:03:28Z,2025-10-28T08:03:25Z,291,False,False,main,bioconductor;jupyter;rpy2;scanpy;single-cell,https://icb-anndata2ri.readthedocs-hosted.com/,Convert between AnnData and SingleCellExperiment,https://github.com/theislab/anndata2ri
theislab/sfaira,135,11,6,167,Python,BSD-3-Clause,False,False,2020-09-07T19:40:50Z,2025-06-09T11:39:30Z,2023-12-21T08:20:46Z,11893,False,False,main,,https://sfaira.readthedocs.io,data and model repository for single-cell data,https://github.com/theislab/sfaira
Teichlab/tracer,131,47,17,32,Python,NOASSERTION,False,False,2015-08-14T12:07:02Z,2025-10-29T07:14:54Z,2023-11-28T22:44:48Z,45001,True,False,master,,,TraCeR - reconstruction of T cell receptor sequences from single-cell RNAseq data,https://github.com/Teichlab/tracer
zktuong/dandelion,121,25,7,16,Python,AGPL-3.0,False,False,2020-05-18T21:00:30Z,2025-10-27T20:28:37Z,2025-10-27T20:31:30Z,502593,True,False,master,,https://sc-dandelion.readthedocs.io/,dandelion - A single cell BCR/TCR V(D)J-seq analysis package for 10X Chromium 5' data,https://github.com/zktuong/dandelion
YosefLab/Compass,117,32,11,54,Python,BSD-3-Clause,False,False,2017-02-02T23:15:58Z,2025-10-22T22:51:57Z,2025-10-22T00:15:13Z,189988,True,True,master,,,In-Silico Modeling of Metabolic Heterogeneity using Single-Cell Transcriptomes,https://github.com/YosefLab/Compass
theislab/cpa,117,20,3,22,Python,BSD-3-Clause,False,False,2021-10-15T07:49:56Z,2025-10-29T13:50:58Z,2024-08-14T11:16:25Z,56677,True,False,main,human-cell-atlas;scrna-seq;single-cell-genomics;single-cell-rna-seq,,"The Compositional Perturbation Autoencoder (CPA) is a deep generative framework to learn effects of perturbations at the single-cell level. CPA performs OOD predictions of unseen combinations of drugs, learns interpretable embeddings, estimates dose-response curves, and provides uncertainty estimates.",https://github.com/theislab/cpa
single-cell-data/TileDB-SOMA,116,30,10,97,Python,MIT,False,False,2022-01-28T17:18:33Z,2025-10-24T17:44:18Z,2025-10-29T21:46:16Z,432919,True,True,main,,https://tiledbsoma.readthedocs.io,Python and R SOMA APIs using TileDB’s cloud-native format. Ideal for single-cell data at any scale.,https://github.com/single-cell-data/TileDB-SOMA
tanaylab/metacells,113,8,5,17,Python,MIT,False,False,2020-09-30T12:16:13Z,2025-10-17T10:55:52Z,2024-09-27T03:54:37Z,33146,True,False,master,,,Metacells - Single-cell RNA Sequencing Analysis,https://github.com/tanaylab/metacells
Teichlab/cellhint,111,15,4,6,Python,MIT,False,False,2023-08-03T22:22:57Z,2025-09-26T14:11:09Z,2025-03-23T20:12:47Z,7109,False,False,main,cell-type-harmonization;data-integration;machine-learning;python;scrna-seq;single-cell,,A tool for semi-automatic cell type harmonization and integration,https://github.com/Teichlab/cellhint
KrishnaswamyLab/MELD,110,10,4,11,Python,NOASSERTION,False,False,2017-11-28T17:05:46Z,2025-09-25T12:37:53Z,2024-09-27T21:17:15Z,18777,True,False,main,machine-learning;scrna-seq-analysis,,Quantifying experimental perturbations at single cell resolution,https://github.com/KrishnaswamyLab/MELD
ZJUFanLab/scDeepSort,106,20,5,3,Python,GPL-3.0,False,False,2020-04-18T11:05:21Z,2025-10-10T13:57:50Z,2023-07-06T21:48:12Z,20347,True,False,master,annotation;cell-type-classification;deep-learning;gnn;graph-neural-network;reference-free;scrna-seq;single-cell;transcriptomics,https://doi.org/10.1093/nar/gkab775,Cell-type Annotation for Single-cell Transcriptomics using Deep Learning with a Weighted Graph Neural Network,https://github.com/ZJUFanLab/scDeepSort
jsxlei/SCALE,103,20,6,20,Python,MIT,False,False,2018-10-19T07:22:53Z,2025-09-20T16:55:13Z,2023-08-23T12:06:53Z,12516,True,False,master,,,Single-cell ATAC-seq analysis via Latent feature Extraction,https://github.com/jsxlei/SCALE
davisidarta/topometry,103,5,4,9,Python,MIT,False,False,2021-04-08T16:28:02Z,2025-10-27T18:47:30Z,2025-10-16T12:55:24Z,691871,True,False,master,clustering;data-science;data-visualization;dimensionality-reduction;graph;graph-layout;hypothesis-generation;laplace-beltrami;machine-learning;manifold-learning;scikit-learn;single-cell;visualization,https://topometry.readthedocs.io/en/latest/,Systematically learn and evaluate manifolds from high-dimensional data,https://github.com/davisidarta/topometry
labsyspharm/scimap,100,32,1,49,Python,MIT,False,False,2020-06-09T20:08:44Z,2025-10-24T01:09:29Z,2025-06-30T19:13:28Z,45404,True,True,master,image-analysis;pypi;python;single-cell-analysis;spatial-analysis,https://scimap.xyz/,Spatial Single-Cell Analysis Toolkit,https://github.com/labsyspharm/scimap
epi2me-labs/wf-single-cell,97,46,7,15,Python,NOASSERTION,False,False,2022-08-19T09:19:03Z,2025-10-24T08:58:34Z,2025-10-17T14:39:59Z,33632,True,False,master,,,,https://github.com/epi2me-labs/wf-single-cell
MannLabs/scPortrait,96,5,3,31,Python,Apache-2.0,False,False,2024-05-29T15:39:18Z,2025-10-29T08:37:40Z,2025-09-24T07:08:21Z,610499,True,True,main,imaging;python;single-cell-analysis;single-cell-images,https://mannlabs.github.io/scPortrait/,scPortrait is a scalable toolkit to generate single-cell representations from raw microscopy images,https://github.com/MannLabs/scPortrait
YosefLab/Cassiopeia,95,28,10,37,Python,MIT,False,False,2018-06-01T09:44:53Z,2025-10-28T20:22:51Z,2025-10-29T22:16:42Z,64868,True,False,master,computational-biology;computational-phylogenetics;crispr-cas9;lineage-tracing;single-cell-lineage-tracing;single-cell-rna-seq,https://cassiopeia-lineage.readthedocs.io/en/latest/,A Package for Cas9-Enabled Single Cell Lineage Tracing Tree Reconstruction,https://github.com/YosefLab/Cassiopeia
JonathanShor/DoubletDetection,93,23,5,8,Python,MIT,False,False,2017-03-26T18:41:24Z,2025-09-29T02:44:49Z,2025-02-06T21:52:07Z,8442,True,False,main,scrna-seq,https://doubletdetection.readthedocs.io/en/stable/,Doublet detection in single-cell RNA-seq data.,https://github.com/JonathanShor/DoubletDetection
bioinfo-ibms-pumc/SCSA,92,17,4,28,Python,GPL-3.0,False,False,2019-08-28T03:45:59Z,2025-10-25T18:41:40Z,2023-04-11T23:51:26Z,38464,True,False,master,,,SCSA: cell type annotation for single-cell RNA-seq data,https://github.com/bioinfo-ibms-pumc/SCSA
mims-harvard/PINNACLE,89,24,2,1,Python,MIT,False,False,2023-07-10T20:38:50Z,2025-10-28T13:32:53Z,2025-02-14T16:51:44Z,723,True,False,main,context-aware;contextual;geometric-deep-learning;graph-neural-networks;proteins;therapeutics,https://zitniklab.hms.harvard.edu/projects/PINNACLE,Contextual AI models for single-cell protein biology,https://github.com/mims-harvard/PINNACLE
lilab-bcb/pegasus,89,25,5,14,Python,BSD-3-Clause,False,False,2019-10-03T00:03:20Z,2025-08-16T08:31:18Z,2025-08-12T22:01:00Z,772685,True,False,master,,https://pegasus.readthedocs.io,A tool for analyzing trascriptomes of millions of single cells.,https://github.com/lilab-bcb/pegasus
Hoohm/CITE-seq-Count,86,43,9,47,Python,MIT,False,False,2017-08-07T20:32:40Z,2025-10-16T18:28:39Z,2025-04-23T09:34:45Z,821,True,True,master,10x;citeseq;dropseq;single-cell,https://hoohm.github.io/CITE-seq-Count/,A tool that allows to get UMI counts from a single cell protein assay,https://github.com/Hoohm/CITE-seq-Count
imsb-uke/scGAN,84,27,4,0,Python,MIT,False,False,2018-09-20T15:02:50Z,2025-07-09T11:35:01Z,2024-05-27T11:45:10Z,224,True,False,master,,,Realistic in silico generation and augmentation of single cell RNA-seq data using Generative Adversarial Neural Networks,https://github.com/imsb-uke/scGAN
axelalmet/flowsig,78,1,2,30,Python,MIT,False,False,2023-07-07T21:57:27Z,2025-09-29T07:12:02Z,2025-04-22T19:18:34Z,1206,True,False,main,,,Python package to find communication-driven intercellular flows from single-cell RNA-sequencing and spatial transcriptomics data.,https://github.com/axelalmet/flowsig
xianglin226/Benchmarking-Single-Cell-Perturbation,77,5,7,1,Python,Apache-2.0,False,False,2024-03-28T15:20:41Z,2025-10-27T06:49:38Z,2025-09-02T15:22:54Z,19362,True,False,master,autoencoders;counterfactual-inference;disentanglement;drug;drug-discovery;drug-repurposing;llm;perturbations;single-cell,,Single-Cell (Perturbation) Model Library,https://github.com/xianglin226/Benchmarking-Single-Cell-Perturbation
calico/scnym,76,13,4,12,Python,Apache-2.0,False,False,2019-07-29T23:15:01Z,2025-08-25T20:35:22Z,2024-12-28T23:03:48Z,4986,True,False,master,adversarial-training;rna-seq;semi-supervised;single-cell;single-cell-genomics,https://scnym.research.calicolabs.com,Semi-supervised adversarial neural networks for classification of single cell transcriptomics data,https://github.com/calico/scnym
icbi-lab/luca,75,24,4,1,Python,BSD-3-Clause,False,False,2021-07-08T07:35:26Z,2025-10-29T10:29:03Z,2025-01-19T10:43:37Z,1010549,True,True,master,,https://luca.icbi.at,Single-cell Lung Cancer Atlas with 1.2M cells,https://github.com/icbi-lab/luca
YosefLab/scib-metrics,75,18,6,9,Python,BSD-3-Clause,False,False,2022-10-03T01:53:06Z,2025-10-29T20:38:03Z,2025-10-28T12:39:07Z,1742,False,False,main,,https://scib-metrics.readthedocs.io/,"Accelerated, Python-only, single-cell integration benchmarking metrics",https://github.com/YosefLab/scib-metrics
mehta-lab/VisCy,75,12,7,51,Python,BSD-3-Clause,False,False,2023-05-30T16:52:18Z,2025-10-29T00:56:30Z,2025-10-28T22:27:14Z,93472,True,False,main,bioimage-analysis;computer-vision;image-translation;machine-learning;representation-learning,https://pypi.org/project/viscy,computer vision models for single-cell phenotyping,https://github.com/mehta-lab/VisCy
KrishnaswamyLab/scprep,75,19,8,29,Python,MIT,False,False,2017-08-08T17:41:39Z,2025-10-29T15:39:07Z,2025-09-22T17:17:55Z,10209,True,False,master,,,"A collection of scripts and tools for loading, processing, and handling single cell data.",https://github.com/KrishnaswamyLab/scprep
aertslab/SCope,74,15,7,101,Python,GPL-3.0,False,False,2018-02-13T09:58:55Z,2025-06-19T05:50:53Z,2023-03-05T21:47:00Z,34525,True,False,master,aws;cloud;gene-expression;gene-regulatory-network;grpc;large-scale-data-visualization;loom;reactjs;single-cell,,Fast visualization tool for large-scale and high dimensional single-cell data,https://github.com/aertslab/SCope
YangLabHKUST/SpatialScope,73,8,2,14,Python,GPL-3.0,False,False,2022-12-28T16:17:28Z,2025-09-02T09:57:22Z,2024-05-24T04:44:56Z,354791,True,False,master,,https://spatialscope-tutorial.readthedocs.io/en/latest/,A unified approach for integrating spatial and single-cell transcriptomics data by leveraging deep generative models,https://github.com/YangLabHKUST/SpatialScope
PayamDiba/SERGIO,69,31,2,18,Python,GPL-3.0,False,False,2019-07-17T20:10:02Z,2025-10-29T13:04:48Z,2024-05-08T02:56:44Z,919660,True,False,master,,,A simulator for single-cell expression data  guided by gene regulatory networks,https://github.com/PayamDiba/SERGIO
lazaratan/meta-flow-matching,66,7,4,0,Python,MIT,False,False,2024-08-20T17:50:56Z,2025-10-25T19:44:14Z,2025-03-04T00:16:51Z,11886,True,False,main,diffusion;flow-matching;generative-model;single-cell,,Meta Flow Matching: Integrating Vector Fields on the Wasserstein Manifold,https://github.com/lazaratan/meta-flow-matching
haniffalab/webatlas-pipeline,65,10,6,21,Python,MIT,False,False,2022-02-09T15:57:22Z,2025-10-28T14:54:23Z,2025-07-02T22:39:04Z,6518,False,True,main,rse,,A data pipeline built in Nextflow to process spatial and single-cell experiment data for visualisation in WebAtlas,https://github.com/haniffalab/webatlas-pipeline
pinellolab/simba,63,7,3,8,Python,BSD-3-Clause,False,False,2020-09-01T23:29:21Z,2025-06-13T14:48:37Z,2024-10-16T20:36:36Z,6229,True,False,master,,https://simba-bio.readthedocs.io,SIMBA: SIngle-cell eMBedding Along with features,https://github.com/pinellolab/simba
theislab/trVAE,62,12,4,3,Python,MIT,False,False,2019-05-14T06:26:59Z,2025-10-26T17:53:10Z,2024-08-02T16:21:37Z,43852,True,False,master,cvae;deep-learning;generative-model;mmd;single-cell,,Conditional out-of-distribution prediction,https://github.com/theislab/trVAE
DendrouLab/panpipes,59,12,3,36,Python,BSD-3-Clause,False,False,2022-06-06T12:36:04Z,2025-10-10T12:28:32Z,2025-10-23T12:40:56Z,2584,True,False,main,,,Multi-modal single cell analysis pipelines,https://github.com/DendrouLab/panpipes
labomics/midas,59,9,1,1,Python,MIT,False,False,2024-01-10T09:04:07Z,2025-10-27T09:29:00Z,2025-08-28T04:22:43Z,83455,True,False,main,deep-generative-model;deep-learning;single-cell-data-integration;single-cell-multiomics,,PyTorch implementation of the MIDAS algorithm for single-cell multimodal data integration (Nature Biotechnology 2024).,https://github.com/labomics/midas
tahoebio/tahoe-x1,58,5,1,2,Python,Apache-2.0,False,False,2025-08-10T23:46:10Z,2025-10-29T14:33:00Z,2025-10-24T20:00:50Z,31010,False,False,main,,,Tahoe-x1 is a single cell foundation model designed for gigascale datasets,https://github.com/tahoebio/tahoe-x1
camlab-bioml/astir,57,13,5,15,Python,GPL-2.0,False,False,2020-05-04T13:42:31Z,2025-10-24T06:26:15Z,2025-06-25T20:16:47Z,51782,True,False,master,imaging-mass-cytometry;machine-learning;multiplexed-imaging,https://astir.readthedocs.io/en/latest,astir | Automated cell identity from single-cell multiplexed imaging and proteomics  🖥🔬✨,https://github.com/camlab-bioml/astir
